timeStamp,SIN1.AMPLITUDE,NON_SENSE_1.OUT,NON_SENSE_1.L,NON_SENSE_1.H,NON_SENSE_1.MAX_STEP,SIN1.OUT
2025-12-10 11:05:49,100.0,42.17527331428828,0.0,100.0,3.0,20.278729535651248
2025-12-10 11:05:49,100.0,39.17527331428828,0.0,100.0,3.0,20.535019681076392
2025-12-10 11:05:50,100.0,42.17527331428828,0.0,100.0,3.0,20.79116908177593
2025-12-10 11:05:50,100.0,39.17527331428828,0.0,100.0,3.0,21.047175982130565
2025-12-10 11:05:51,100.0,37.564512719575205,0.0,100.0,3.0,21.303038627497653
2025-12-10 11:05:51,100.0,40.564512719575205,0.0,100.0,3.0,21.55875526422329
2025-12-10 11:05:52,100.0,43.564512719575205,0.0,100.0,3.0,21.814324139654254
2025-12-10 11:05:52,100.0,40.89342550797572,0.0,100.0,3.0,22.06974350215011
2025-12-10 11:05:53,100.0,43.89342550797572,0.0,100.0,3.0,22.325011601095134
2025-12-10 11:05:53,100.0,46.89342550797572,0.0,100.0,3.0,22.58012668691037
2025-12-10 11:05:54,100.0,49.89342550797572,0.0,100.0,3.0,22.835087011065568
2025-12-10 11:05:54,100.0,46.89342550797572,0.0,100.0,3.0,23.08989082609124
2025-12-10 11:05:55,100.0,49.89342550797572,0.0,100.0,3.0,23.34453638559054
2025-12-10 11:05:55,100.0,46.89342550797572,0.0,100.0,3.0,23.599021944251334
2025-12-10 11:05:56,100.0,49.89342550797572,0.0,100.0,3.0,23.853345757858087
2025-12-10 11:05:56,100.0,52.89342550797572,0.0,100.0,3.0,24.10750608330386
2025-12-10 11:05:57,100.0,49.89342550797572,0.0,100.0,3.0,24.361501178602254
2025-12-10 11:05:57,100.0,52.89342550797572,0.0,100.0,3.0,24.615329302899305
2025-12-10 11:05:58,100.0,49.89342550797572,0.0,100.0,3.0,24.86898871648548
2025-12-10 11:05:58,100.0,49.08392856528621,0.0,100.0,3.0,25.122477680807553
2025-12-10 11:05:59,100.0,46.08392856528621,0.0,100.0,3.0,25.37579445848056
2025-12-10 11:05:59,100.0,43.08392856528621,0.0,100.0,3.0,25.628937313299666
2025-12-10 11:06:00,100.0,40.08392856528621,0.0,100.0,3.0,25.88190451025208
2025-12-10 11:06:00,100.0,37.08392856528621,0.0,100.0,3.0,26.134694315528957
2025-12-10 11:06:01,100.0,34.08392856528621,0.0,100.0,3.0,26.387304996537285
2025-12-10 11:06:01,100.0,37.08392856528621,0.0,100.0,3.0,26.63973482191174
2025-12-10 11:06:02,100.0,40.08392856528621,0.0,100.0,3.0,26.89198206152657
2025-12-10 11:06:02,100.0,43.08392856528621,0.0,100.0,3.0,27.144044986507428
2025-12-10 11:06:03,100.0,46.08392856528621,0.0,100.0,3.0,27.395921869243246
2025-12-10 11:06:03,100.0,49.08392856528621,0.0,100.0,3.0,27.64761098339808
2025-12-10 11:06:04,100.0,46.08392856528621,0.0,100.0,3.0,27.899110603922928
2025-12-10 11:06:04,100.0,43.08392856528621,0.0,100.0,3.0,28.150419007067534
2025-12-10 11:06:05,100.0,46.08392856528621,0.0,100.0,3.0,28.401534470392264
2025-12-10 11:06:05,100.0,43.08392856528621,0.0,100.0,3.0,28.652455272779832
2025-12-10 11:06:06,100.0,46.08392856528621,0.0,100.0,3.0,28.90317969444716
2025-12-10 11:06:06,100.0,49.08392856528621,0.0,100.0,3.0,29.15370601695713
2025-12-10 11:06:07,100.0,46.08392856528621,0.0,100.0,3.0,29.404032523230395
2025-12-10 11:06:07,100.0,43.08392856528621,0.0,100.0,3.0,29.654157497557097
2025-12-10 11:06:08,100.0,46.08392856528621,0.0,100.0,3.0,29.904079225608665
2025-12-10 11:06:08,100.0,43.08392856528621,0.0,100.0,3.0,30.153795994449567
2025-12-10 11:06:09,100.0,46.08392856528621,0.0,100.0,3.0,30.403306092549027
2025-12-10 11:06:09,100.0,49.08392856528621,0.0,100.0,3.0,30.65260780979277
2025-12-10 11:06:10,100.0,52.08392856528621,0.0,100.0,3.0,30.901699437494738
2025-12-10 11:06:10,100.0,49.08392856528621,0.0,100.0,3.0,31.150579268408812
2025-12-10 11:06:11,100.0,46.08392856528621,0.0,100.0,3.0,31.399245596740492
2025-12-10 11:06:11,100.0,49.08392856528621,0.0,100.0,3.0,31.647696718158613
2025-12-10 11:06:12,100.0,46.08392856528621,0.0,100.0,3.0,31.895930929806998
2025-12-10 11:06:12,100.0,49.08392856528621,0.0,100.0,3.0,32.14394653031615
2025-12-10 11:06:13,100.0,52.08392856528621,0.0,100.0,3.0,32.39174181981494
2025-12-10 11:06:13,100.0,49.08392856528621,0.0,100.0,3.0,32.63931509994218
2025-12-10 11:06:14,100.0,46.08392856528621,0.0,100.0,3.0,32.88666467385832
2025-12-10 11:06:14,100.0,43.08392856528621,0.0,100.0,3.0,33.1337888462571
2025-12-10 11:06:15,100.0,45.73789307714543,0.0,100.0,3.0,33.380685923377094
2025-12-10 11:06:15,100.0,48.73789307714543,0.0,100.0,3.0,33.62735421301339
2025-12-10 11:06:16,100.0,45.73789307714543,0.0,100.0,3.0,33.87379202452914
2025-12-10 11:06:16,100.0,42.73789307714543,0.0,100.0,3.0,34.11999766886718
2025-12-10 11:06:17,100.0,45.73789307714543,0.0,100.0,3.0,34.36596945856161
2025-12-10 11:06:17,100.0,42.73789307714543,0.0,100.0,3.0,34.611705707749294
2025-12-10 11:06:18,100.0,39.73789307714543,0.0,100.0,3.0,34.857204732181515
2025-12-10 11:06:18,100.0,36.73789307714543,0.0,100.0,3.0,35.10246484923545
2025-12-10 11:06:19,100.0,39.73789307714543,0.0,100.0,3.0,35.34748437792572
2025-12-10 11:06:19,100.0,36.73789307714543,0.0,100.0,3.0,35.592261638915886
2025-12-10 11:06:20,100.0,39.73789307714543,0.0,100.0,3.0,35.83679495453002
2025-12-10 11:06:20,100.0,36.73789307714543,0.0,100.0,3.0,36.08108264876417
2025-12-10 11:06:21,100.0,39.73789307714543,0.0,100.0,3.0,36.325123047297836
2025-12-10 11:06:21,100.0,42.73789307714543,0.0,100.0,3.0,36.56891447750543
2025-12-10 11:06:22,100.0,39.73789307714543,0.0,100.0,3.0,36.812455268467794
2025-12-10 11:06:22,100.0,42.73789307714543,0.0,100.0,3.0,37.05574375098362
2025-12-10 11:06:23,100.0,45.73789307714543,0.0,100.0,3.0,37.29877825758089
2025-12-10 11:06:23,100.0,48.73789307714543,0.0,100.0,3.0,37.54155712252831
2025-12-10 11:06:24,100.0,51.73789307714543,0.0,100.0,3.0,37.78407868184671
2025-12-10 11:06:24,100.0,48.73789307714543,0.0,100.0,3.0,38.02634127332049
2025-12-10 11:06:25,100.0,51.73789307714543,0.0,100.0,3.0,38.268343236508976
2025-12-10 11:06:25,100.0,54.73789307714543,0.0,100.0,3.0,38.5100829127578
2025-12-10 11:06:26,100.0,57.73789307714543,0.0,100.0,3.0,38.751558645210295
2025-12-10 11:06:26,100.0,60.73789307714543,0.0,100.0,3.0,38.99276877881883
2025-12-10 11:06:27,100.0,57.73789307714543,0.0,100.0,3.0,39.23371166035615
2025-12-10 11:06:27,100.0,60.73789307714543,0.0,100.0,3.0,39.474385638426725
2025-12-10 11:06:28,100.0,57.73789307714543,0.0,100.0,3.0,39.71478906347806
2025-12-10 11:06:28,100.0,60.73789307714543,0.0,100.0,3.0,39.954920287811994
2025-12-10 11:06:29,100.0,63.73789307714543,0.0,100.0,3.0,40.194777665596014
2025-12-10 11:06:29,100.0,66.73789307714543,0.0,100.0,3.0,40.4343595528745
2025-12-10 11:06:30,100.0,63.73789307714543,0.0,100.0,3.0,40.67366430758001
2025-12-10 11:06:30,100.0,60.73789307714543,0.0,100.0,3.0,40.912690289544585
2025-12-10 11:06:31,100.0,57.73789307714543,0.0,100.0,3.0,41.15143586051088
2025-12-10 11:06:31,100.0,54.73789307714543,0.0,100.0,3.0,41.38989938414348
2025-12-10 11:06:32,100.0,55.10068128115309,0.0,100.0,3.0,41.62807922604011
2025-12-10 11:06:32,100.0,58.10068128115309,0.0,100.0,3.0,41.8659737537428
2025-12-10 11:06:33,100.0,55.10068128115309,0.0,100.0,3.0,42.10358133674911
2025-12-10 11:06:33,100.0,52.10068128115309,0.0,100.0,3.0,42.34090034652323
2025-12-10 11:06:34,100.0,49.10068128115309,0.0,100.0,3.0,42.57792915650727
2025-12-10 11:06:34,100.0,46.10068128115309,0.0,100.0,3.0,42.81466614213229
2025-12-10 11:06:35,100.0,49.10068128115309,0.0,100.0,3.0,43.05110968082951
2025-12-10 11:06:35,100.0,46.10068128115309,0.0,100.0,3.0,43.287258152041396
2025-12-10 11:06:36,100.0,49.10068128115309,0.0,100.0,3.0,43.523109937232746
2025-12-10 11:06:36,100.0,46.10068128115309,0.0,100.0,3.0,43.75866341990185
2025-12-10 11:06:37,100.0,43.10068128115309,0.0,100.0,3.0,43.99391698559151
2025-12-10 11:06:37,100.0,46.10068128115309,0.0,100.0,3.0,44.228869021900124
2025-12-10 11:06:38,100.0,43.10068128115309,0.0,100.0,3.0,44.46351791849274
2025-12-10 11:06:38,100.0,46.10068128115309,0.0,100.0,3.0,44.69786206711211
2025-12-10 11:06:39,100.0,49.10068128115309,0.0,100.0,3.0,44.93189986158966
2025-12-10 11:06:39,100.0,46.10068128115309,0.0,100.0,3.0,45.16562969785656
2025-12-10 11:06:40,100.0,43.10068128115309,0.0,100.0,3.0,45.399049973954675
2025-12-10 11:06:40,100.0,46.10068128115309,0.0,100.0,3.0,45.63215909004758
2025-12-10 11:06:41,100.0,45.495554737259894,0.0,100.0,3.0,45.864955448431495
2025-12-10 11:06:41,100.0,48.495554737259894,0.0,100.0,3.0,46.097437453546235
2025-12-10 11:06:42,100.0,45.495554737259894,0.0,100.0,3.0,46.329603511986164
2025-12-10 11:06:42,100.0,42.495554737259894,0.0,100.0,3.0,46.561452032511134
2025-12-10 11:06:43,100.0,39.495554737259894,0.0,100.0,3.0,46.79298142605733
2025-12-10 11:06:43,100.0,36.495554737259894,0.0,100.0,3.0,47.024190105748225
2025-12-10 11:06:44,100.0,39.495554737259894,0.0,100.0,3.0,47.2550764869054
2025-12-10 11:06:44,100.0,36.495554737259894,0.0,100.0,3.0,47.48563898705946
2025-12-10 11:06:45,100.0,39.495554737259894,0.0,100.0,3.0,47.71587602596084
2025-12-10 11:06:45,100.0,36.495554737259894,0.0,100.0,3.0,47.94578602559066
2025-12-10 11:06:46,100.0,39.495554737259894,0.0,100.0,3.0,48.17536741017153
2025-12-10 11:06:46,100.0,42.495554737259894,0.0,100.0,3.0,48.40461860617833
2025-12-10 11:06:47,100.0,45.495554737259894,0.0,100.0,3.0,48.633538042349045
2025-12-10 11:06:47,100.0,42.495554737259894,0.0,100.0,3.0,48.86212414969549
2025-12-10 11:06:48,100.0,39.495554737259894,0.0,100.0,3.0,49.09037536151408
2025-12-10 11:06:48,100.0,42.495554737259894,0.0,100.0,3.0,49.318290113396564
2025-12-10 11:06:49,100.0,45.495554737259894,0.0,100.0,3.0,49.54586684324076
2025-12-10 11:06:49,100.0,48.495554737259894,0.0,100.0,3.0,49.773103991261216
2025-12-10 11:06:50,100.0,51.495554737259894,0.0,100.0,3.0,50.0
2025-12-10 11:06:50,100.0,48.495554737259894,0.0,100.0,3.0,50.22655331433725
2025-12-10 11:06:51,100.0,45.495554737259894,0.0,100.0,3.0,50.45276238150193
2025-12-10 11:06:51,100.0,48.495554737259894,0.0,100.0,3.0,50.67862565108241
2025-12-10 11:06:52,100.0,51.495554737259894,0.0,100.0,3.0,50.90414157503712
2025-12-10 11:06:52,100.0,54.495554737259894,0.0,100.0,3.0,51.129308607705205
2025-12-10 11:06:53,100.0,57.495554737259894,0.0,100.0,3.0,51.354125205817006
2025-12-10 11:06:53,100.0,60.495554737259894,0.0,100.0,3.0,51.57858982850474
2025-12-10 11:06:54,100.0,57.495554737259894,0.0,100.0,3.0,51.80270093731302
2025-12-10 11:06:54,100.0,60.495554737259894,0.0,100.0,3.0,52.02645699620939
2025-12-10 11:06:55,100.0,57.495554737259894,0.0,100.0,3.0,52.24985647159488
2025-12-10 11:06:55,100.0,54.495554737259894,0.0,100.0,3.0,52.472897832314516
2025-12-10 11:06:56,100.0,57.495554737259894,0.0,100.0,3.0,52.69557954966776
2025-12-10 11:06:56,100.0,54.495554737259894,0.0,100.0,3.0,52.91790009741906
2025-12-10 11:06:57,100.0,57.495554737259894,0.0,100.0,3.0,53.13985795180829
2025-12-10 11:06:57,100.0,54.495554737259894,0.0,100.0,3.0,53.36145159156115
2025-12-10 11:06:58,100.0,51.495554737259894,0.0,100.0,3.0,53.58267949789967
2025-12-10 11:06:58,100.0,48.495554737259894,0.0,100.0,3.0,53.80354015455251
2025-12-10 11:06:59,100.0,45.495554737259894,0.0,100.0,3.0,54.02403204776549
2025-12-10 11:06:59,100.0,48.495554737259894,0.0,100.0,3.0,54.24415366631188
2025-12-10 11:07:00,100.0,51.495554737259894,0.0,100.0,3.0,54.463903501502706
2025-12-10 11:07:00,100.0,48.495554737259894,0.0,100.0,3.0,54.683280047197236
2025-12-10 11:07:01,100.0,51.495554737259894,0.0,100.0,3.0,54.90228179981318
2025-12-10 11:07:01,100.0,48.495554737259894,0.0,100.0,3.0,55.120907258337034
2025-12-10 11:07:02,100.0,45.495554737259894,0.0,100.0,3.0,55.33915492433441
2025-12-10 11:07:02,100.0,42.495554737259894,0.0,100.0,3.0,55.557023301960214
2025-12-10 11:07:03,100.0,39.495554737259894,0.0,100.0,3.0,55.77451089796901
2025-12-10 11:07:03,100.0,42.495554737259894,0.0,100.0,3.0,55.99161622172515
2025-12-10 11:07:04,100.0,39.495554737259894,0.0,100.0,3.0,56.20833778521306
2025-12-10 11:07:04,100.0,42.495554737259894,0.0,100.0,3.0,56.42467410304739
2025-12-10 11:07:05,100.0,45.495554737259894,0.0,100.0,3.0,56.64062369248328
2025-12-10 11:07:05,100.0,42.495554737259894,0.0,100.0,3.0,56.85618507342639
2025-12-10 11:07:06,100.0,39.495554737259894,0.0,100.0,3.0,57.07135676844316
2025-12-10 11:07:06,100.0,42.495554737259894,0.0,100.0,3.0,57.2861373027709
2025-12-10 11:07:07,100.0,45.495554737259894,0.0,100.0,3.0,57.50052520432786
2025-12-10 11:07:07,100.0,48.495554737259894,0.0,100.0,3.0,57.71451900372336
2025-12-10 11:07:08,100.0,50.50531820226469,0.0,100.0,3.0,57.92811723426789
2025-12-10 11:07:08,100.0,47.50531820226469,0.0,100.0,3.0,58.141318431983045
2025-12-10 11:07:09,100.0,44.50531820226469,0.0,100.0,3.0,58.35412113561175
2025-12-10 11:07:09,100.0,47.50531820226469,0.0,100.0,3.0,58.566523886628055
2025-12-10 11:07:10,100.0,44.50531820226469,0.0,100.0,3.0,58.778525229247315
2025-12-10 11:07:10,100.0,47.50531820226469,0.0,100.0,3.0,58.99012371043605
2025-12-10 11:07:11,100.0,44.50531820226469,0.0,100.0,3.0,59.20131787992196
2025-12-10 11:07:11,100.0,47.50531820226469,0.0,100.0,3.0,59.41210629020386
2025-12-10 11:07:12,100.0,50.50531820226469,0.0,100.0,3.0,59.62248749656158
2025-12-10 11:07:12,100.0,47.50531820226469,0.0,100.0,3.0,59.832460057065894
2025-12-10 11:07:13,100.0,44.50531820226469,0.0,100.0,3.0,60.042022532588405
2025-12-10 11:07:13,100.0,47.50531820226469,0.0,100.0,3.0,60.25117348681134
2025-12-10 11:07:14,100.0,50.50531820226469,0.0,100.0,3.0,60.45991148623748
2025-12-10 11:07:14,100.0,53.50531820226469,0.0,100.0,3.0,60.668235100199965
2025-12-10 11:07:15,100.0,50.50531820226469,0.0,100.0,3.0,60.876142900872054
2025-12-10 11:07:15,100.0,53.50531820226469,0.0,100.0,3.0,61.08363346327699
2025-12-10 11:07:16,100.0,50.50531820226469,0.0,100.0,3.0,61.29070536529765
2025-12-10 11:07:16,100.0,47.50531820226469,0.0,100.0,3.0,61.49735718768642
2025-12-10 11:07:17,100.0,44.50531820226469,0.0,100.0,3.0,61.70358751407486
2025-12-10 11:07:17,100.0,41.50531820226469,0.0,100.0,3.0,61.909394930983396
2025-12-10 11:07:18,100.0,38.50531820226469,0.0,100.0,3.0,62.11477802783103
2025-12-10 11:07:18,100.0,41.50531820226469,0.0,100.0,3.0,62.31973539694503
2025-12-10 11:07:19,100.0,44.50531820226469,0.0,100.0,3.0,62.52426563357051
2025-12-10 11:07:19,100.0,41.50531820226469,0.0,100.0,3.0,62.728367335880165
2025-12-10 11:07:20,100.0,40.90414163332701,0.0,100.0,3.0,62.93203910498374
2025-12-10 11:07:20,100.0,43.90414163332701,0.0,100.0,3.0,63.13527954493776
2025-12-10 11:07:21,100.0,46.16720426231424,0.0,100.0,3.0,63.33808726275502
2025-12-10 11:07:21,100.0,43.16720426231424,0.0,100.0,3.0,63.540460868414094
2025-12-10 11:07:22,100.0,40.16720426231424,0.0,100.0,3.0,63.74239897486896
2025-12-10 11:07:22,100.0,37.16720426231424,0.0,100.0,3.0,63.94390019805848
2025-12-10 11:07:23,100.0,40.16720426231424,0.0,100.0,3.0,64.14496315691578
2025-12-10 11:07:23,100.0,43.16720426231424,0.0,100.0,3.0,64.34558647337789
2025-12-10 11:07:24,100.0,46.16720426231424,0.0,100.0,3.0,64.54576877239505
2025-12-10 11:07:24,100.0,49.16720426231424,0.0,100.0,3.0,64.7455086819402
2025-12-10 11:07:25,100.0,46.16720426231424,0.0,100.0,3.0,64.94480483301837
2025-12-10 11:07:25,100.0,49.16720426231424,0.0,100.0,3.0,65.14365585967603
2025-12-10 11:07:26,100.0,52.16720426231424,0.0,100.0,3.0,65.34206039901053
2025-12-10 11:07:26,100.0,55.16720426231424,0.0,100.0,3.0,65.5400170911794
2025-12-10 11:07:27,100.0,52.644817270246236,0.0,100.0,3.0,65.73752457940958
2025-12-10 11:07:27,100.0,49.644817270246236,0.0,100.0,3.0,65.9345815100069
2025-12-10 11:07:28,100.0,46.644817270246236,0.0,100.0,3.0,66.13118653236518
2025-12-10 11:07:28,100.0,49.644817270246236,0.0,100.0,3.0,66.32733829897566
2025-12-10 11:07:29,100.0,52.644817270246236,0.0,100.0,3.0,66.52303546543608
2025-12-10 11:07:29,100.0,49.644817270246236,0.0,100.0,3.0,66.71827669045996
2025-12-10 11:07:30,100.0,46.644817270246236,0.0,100.0,3.0,66.91306063588581
2025-12-10 11:07:30,100.0,49.644817270246236,0.0,100.0,3.0,67.1073859666863
2025-12-10 11:07:31,100.0,52.644817270246236,0.0,100.0,3.0,67.30125135097732
2025-12-10 11:07:31,100.0,49.644817270246236,0.0,100.0,3.0,67.49465546002729
2025-12-10 11:07:32,100.0,52.644817270246236,0.0,100.0,3.0,67.68759696826608
2025-12-10 11:07:32,100.0,49.644817270246236,0.0,100.0,3.0,67.88007455329416
2025-12-10 11:07:33,100.0,52.644817270246236,0.0,100.0,3.0,68.07208689589179
2025-12-10 11:07:33,100.0,49.644817270246236,0.0,100.0,3.0,68.2636326800278
2025-12-10 11:07:34,100.0,46.644817270246236,0.0,100.0,3.0,68.45471059286886
2025-12-10 11:07:34,100.0,43.644817270246236,0.0,100.0,3.0,68.64531932478837
2025-12-10 11:07:35,100.0,40.644817270246236,0.0,100.0,3.0,68.8354575693754
2025-12-10 11:07:35,100.0,37.644817270246236,0.0,100.0,3.0,69.02512402344372
2025-12-10 11:07:36,100.0,34.644817270246236,0.0,100.0,3.0,69.21431738704068
2025-12-10 11:07:36,100.0,31.644817270246236,0.0,100.0,3.0,69.40303636345615
2025-12-10 11:07:37,100.0,34.644817270246236,0.0,100.0,3.0,69.59127965923143
2025-12-10 11:07:37,100.0,37.644817270246236,0.0,100.0,3.0,69.77904598416801
2025-12-10 11:07:38,100.0,36.859997090428905,0.0,100.0,3.0,69.96633405133653
2025-12-10 11:07:38,100.0,35.18314440943111,0.0,100.0,3.0,70.15314257708557
2025-12-10 11:07:39,100.0,38.18314440943111,0.0,100.0,3.0,70.33947028105038
2025-12-10 11:07:39,100.0,35.18314440943111,0.0,100.0,3.0,70.52531588616178
2025-12-10 11:07:40,100.0,38.18314440943111,0.0,100.0,3.0,70.71067811865476
2025-12-10 11:07:40,100.0,41.18314440943111,0.0,100.0,3.0,70.89555570807734
2025-12-10 11:07:41,100.0,44.18314440943111,0.0,100.0,3.0,71.07994738729924
2025-12-10 11:07:41,100.0,47.18314440943111,0.0,100.0,3.0,71.26385189252053
2025-12-10 11:07:42,100.0,50.18314440943111,0.0,100.0,3.0,71.44726796328032
2025-12-10 11:07:42,100.0,53.18314440943111,0.0,100.0,3.0,71.63019434246543
