Timestamp,SIN1.AMPLITUDE,NON_SENSE_1.OUT,NON_SENSE_1.L,NON_SENSE_1.H,NON_SENSE_1.MAX_STEP,SIN1.OUT
2025/12/10 11:23:46,100.0,47.33309955664522,0.0,100.0,3.0,60.87614290087207
2025/12/10 11:23:51,100.0,44.33309955664522,0.0,100.0,3.0,62.93203910498375
2025/12/10 11:23:56,100.0,41.33309955664522,0.0,100.0,3.0,64.94480483301837
2025/12/10 11:24:01,100.0,39.43028612595065,0.0,100.0,3.0,66.91306063588583
2025/12/10 11:24:06,100.0,42.43028612595065,0.0,100.0,3.0,68.83545756937541
2025/12/10 11:24:11,100.0,39.43028612595065,0.0,100.0,3.0,70.71067811865474
2025/12/10 11:24:16,100.0,36.93054513201827,0.0,100.0,3.0,72.53743710122875
2025/12/10 11:24:21,100.0,33.93054513201827,0.0,100.0,3.0,74.31448254773942
2025/12/10 11:24:26,100.0,30.930545132018267,0.0,100.0,3.0,76.0405965600031
2025/12/10 11:24:31,100.0,27.930545132018267,0.0,100.0,3.0,77.71459614569709
2025/12/10 11:24:36,100.0,30.930545132018267,0.0,100.0,3.0,79.33533402912352
2025/12/10 11:24:41,100.0,27.930545132018267,0.0,100.0,3.0,80.90169943749474
2025/12/10 11:24:46,100.0,30.930545132018267,0.0,100.0,3.0,82.41261886220157
2025/12/10 11:24:51,100.0,33.93054513201827,0.0,100.0,3.0,83.86705679454239
2025/12/10 11:24:56,100.0,36.93054513201827,0.0,100.0,3.0,85.26401643540922
2025/12/10 11:25:01,100.0,39.93054513201827,0.0,100.0,3.0,86.60254037844386
2025/12/10 11:25:06,100.0,42.93054513201827,0.0,100.0,3.0,87.88171126619653
2025/12/10 11:25:11,100.0,45.93054513201827,0.0,100.0,3.0,89.10065241883677
2025/12/10 11:25:16,100.0,48.93054513201827,0.0,100.0,3.0,90.25852843498605
2025/12/10 11:25:21,100.0,45.93054513201827,0.0,100.0,3.0,91.35454576426008
2025/12/10 11:25:26,100.0,48.93054513201827,0.0,100.0,3.0,92.38795325112868
2025/12/10 11:25:31,100.0,51.93054513201827,0.0,100.0,3.0,93.35804264972018
2025/12/10 11:25:36,100.0,54.93054513201827,0.0,100.0,3.0,94.26414910921784
2025/12/10 11:25:41,100.0,57.93054513201827,0.0,100.0,3.0,95.10565162951535
2025/12/10 11:25:46,100.0,54.93054513201827,0.0,100.0,3.0,95.8819734868193
2025/12/10 11:25:51,100.0,51.93054513201827,0.0,100.0,3.0,96.59258262890683
2025/12/10 11:25:56,100.0,48.93054513201827,0.0,100.0,3.0,97.23699203976766
2025/12/10 11:26:01,100.0,51.93054513201827,0.0,100.0,3.0,97.81476007338057
2025/12/10 11:26:06,100.0,54.93054513201827,0.0,100.0,3.0,98.32549075639547
2025/12/10 11:26:11,100.0,51.93054513201827,0.0,100.0,3.0,98.76883405951378
2025/12/10 11:26:16,100.0,48.93054513201827,0.0,100.0,3.0,99.14448613738104
2025/12/10 11:26:21,100.0,45.93054513201827,0.0,100.0,3.0,99.45218953682733
2025/12/10 11:26:26,100.0,42.93054513201827,0.0,100.0,3.0,99.6917333733128
2025/12/10 11:26:31,100.0,45.93054513201827,0.0,100.0,3.0,99.86295347545739
2025/12/10 11:26:36,100.0,42.93054513201827,0.0,100.0,3.0,99.96573249755572
2025/12/10 11:26:41,100.0,39.93054513201827,0.0,100.0,3.0,100.0
2025/12/10 11:26:46,100.0,42.93054513201827,0.0,100.0,3.0,99.96573249755572
2025/12/10 11:26:51,100.0,45.93054513201827,0.0,100.0,3.0,99.86295347545739
2025/12/10 11:26:56,100.0,42.93054513201827,0.0,100.0,3.0,99.6917333733128
2025/12/10 11:27:01,100.0,45.93054513201827,0.0,100.0,3.0,99.45218953682733
2025/12/10 11:27:06,100.0,48.93054513201827,0.0,100.0,3.0,99.14448613738105
2025/12/10 11:27:11,100.0,45.93054513201827,0.0,100.0,3.0,98.76883405951378
2025/12/10 11:27:16,100.0,48.93054513201827,0.0,100.0,3.0,98.32549075639547
2025/12/10 11:27:21,100.0,46.11972288011699,0.0,100.0,3.0,97.81476007338057
2025/12/10 11:27:26,100.0,49.11972288011699,0.0,100.0,3.0,97.23699203976767
2025/12/10 11:27:31,100.0,46.11972288011699,0.0,100.0,3.0,96.59258262890683
2025/12/10 11:27:36,100.0,49.11972288011699,0.0,100.0,3.0,95.8819734868193
2025/12/10 11:27:41,100.0,52.11972288011699,0.0,100.0,3.0,95.10565162951536
2025/12/10 11:27:46,100.0,55.11972288011699,0.0,100.0,3.0,94.26414910921784
2025/12/10 11:27:51,100.0,52.11972288011699,0.0,100.0,3.0,93.35804264972018
2025/12/10 11:27:56,100.0,55.11972288011699,0.0,100.0,3.0,92.38795325112868
2025/12/10 11:28:01,100.0,58.11972288011699,0.0,100.0,3.0,91.3545457642601
2025/12/10 11:28:06,100.0,55.11972288011699,0.0,100.0,3.0,90.25852843498608
2025/12/10 11:28:11,100.0,52.11972288011699,0.0,100.0,3.0,89.10065241883679
2025/12/10 11:28:16,100.0,49.11972288011699,0.0,100.0,3.0,87.88171126619653
2025/12/10 11:28:21,100.0,52.11972288011699,0.0,100.0,3.0,86.60254037844388
2025/12/10 11:28:26,100.0,55.11972288011699,0.0,100.0,3.0,85.26401643540923
2025/12/10 11:28:31,100.0,52.11972288011699,0.0,100.0,3.0,83.86705679454242
2025/12/10 11:28:36,100.0,49.11972288011699,0.0,100.0,3.0,82.41261886220155
2025/12/10 11:28:41,100.0,46.11972288011699,0.0,100.0,3.0,80.90169943749474
2025/12/10 11:28:46,100.0,43.11972288011699,0.0,100.0,3.0,79.33533402912352
2025/12/10 11:28:51,100.0,46.11972288011699,0.0,100.0,3.0,77.7145961456971
2025/12/10 11:28:56,100.0,44.18351916071494,0.0,100.0,3.0,76.0405965600031
2025/12/10 11:29:01,100.0,47.18351916071494,0.0,100.0,3.0,74.31448254773944
2025/12/10 11:29:06,100.0,50.18351916071494,0.0,100.0,3.0,72.53743710122875
2025/12/10 11:29:11,100.0,53.18351916071494,0.0,100.0,3.0,70.71067811865476
2025/12/10 11:29:16,100.0,56.18351916071494,0.0,100.0,3.0,68.8354575693754
2025/12/10 11:29:21,100.0,53.18351916071494,0.0,100.0,3.0,66.91306063588584
2025/12/10 11:29:26,100.0,56.18351916071494,0.0,100.0,3.0,64.94480483301838
2025/12/10 11:29:31,100.0,59.18351916071494,0.0,100.0,3.0,62.93203910498374
2025/12/10 11:29:36,100.0,56.18351916071494,0.0,100.0,3.0,60.87614290087204
2025/12/10 11:29:41,100.0,59.18351916071494,0.0,100.0,3.0,58.77852522924732
2025/12/10 11:29:46,100.0,56.18351916071494,0.0,100.0,3.0,56.64062369248332
2025/12/10 11:29:51,100.0,53.18351916071494,0.0,100.0,3.0,54.46390350150273
2025/12/10 11:29:56,100.0,55.04591457316127,0.0,100.0,3.0,52.24985647159489
2025/12/10 11:30:01,100.0,52.04591457316127,0.0,100.0,3.0,49.99999999999999
2025/12/10 11:30:06,100.0,49.04591457316127,0.0,100.0,3.0,47.71587602596086
2025/12/10 11:30:11,100.0,52.04591457316127,0.0,100.0,3.0,45.39904997395469
2025/12/10 11:30:16,100.0,49.04591457316127,0.0,100.0,3.0,43.051109680829555
2025/12/10 11:30:21,100.0,52.04591457316127,0.0,100.0,3.0,40.673664307580005
2025/12/10 11:30:26,100.0,55.04591457316127,0.0,100.0,3.0,38.26834323650899
2025/12/10 11:30:31,100.0,52.04591457316127,0.0,100.0,3.0,35.83679495453002
2025/12/10 11:30:36,100.0,49.04591457316127,0.0,100.0,3.0,33.380685923377115
2025/12/10 11:30:41,100.0,52.04591457316127,0.0,100.0,3.0,30.901699437494752
2025/12/10 11:30:46,100.0,52.05835946313344,0.0,100.0,3.0,28.401534470392303
2025/12/10 11:30:51,100.0,49.05835946313344,0.0,100.0,3.0,25.881904510252056
2025/12/10 11:30:56,100.0,52.05835946313344,0.0,100.0,3.0,23.34453638559055
2025/12/10 11:31:01,100.0,49.05835946313344,0.0,100.0,3.0,20.79116908177593
2025/12/10 11:31:06,100.0,52.05835946313344,0.0,100.0,3.0,18.223552549214773
2025/12/10 11:31:11,100.0,55.05835946313344,0.0,100.0,3.0,15.643446504023098
2025/12/10 11:31:16,100.0,58.05835946313344,0.0,100.0,3.0,13.052619222005157
2025/12/10 11:31:21,100.0,55.05835946313344,0.0,100.0,3.0,10.452846326765329
2025/12/10 11:31:26,100.0,52.05835946313344,0.0,100.0,3.0,7.845909572784507
2025/12/10 11:31:31,100.0,55.05835946313344,0.0,100.0,3.0,5.233595624294381
2025/12/10 11:31:36,100.0,58.05835946313344,0.0,100.0,3.0,2.617694830787342
2025/12/10 11:31:41,100.0,61.05835946313344,0.0,100.0,3.0,5.6655388976479795e-14
2025/12/10 11:31:46,100.0,58.05835946313344,0.0,100.0,3.0,-2.617694830787318
2025/12/10 11:31:51,100.0,61.05835946313344,0.0,100.0,3.0,-5.233595624294356
2025/12/10 11:31:56,100.0,58.05835946313344,0.0,100.0,3.0,-7.845909572784482
2025/12/10 11:32:01,100.0,55.05835946313344,0.0,100.0,3.0,-10.452846326765306
2025/12/10 11:32:06,100.0,56.77280861726858,0.0,100.0,3.0,-13.052619222005132
2025/12/10 11:32:11,100.0,53.77280861726858,0.0,100.0,3.0,-15.643446504023073
2025/12/10 11:32:16,100.0,54.60287981177399,0.0,100.0,3.0,-18.223552549214748
2025/12/10 11:32:21,100.0,51.60287981177399,0.0,100.0,3.0,-20.791169081775905
2025/12/10 11:32:26,100.0,48.60287981177399,0.0,100.0,3.0,-23.344536385590526
2025/12/10 11:32:31,100.0,45.60287981177399,0.0,100.0,3.0,-25.881904510252035
2025/12/10 11:32:36,100.0,48.60287981177399,0.0,100.0,3.0,-28.401534470392274
2025/12/10 11:32:41,100.0,50.94458633638443,0.0,100.0,3.0,-30.901699437494727
2025/12/10 11:32:46,100.0,47.94458633638443,0.0,100.0,3.0,-33.380685923377094
2025/12/10 11:32:51,100.0,44.94458633638443,0.0,100.0,3.0,-35.83679495453
2025/12/10 11:32:56,100.0,47.94458633638443,0.0,100.0,3.0,-38.26834323650897
2025/12/10 11:33:01,100.0,50.94458633638443,0.0,100.0,3.0,-40.67366430758002
2025/12/10 11:33:06,100.0,53.94458633638443,0.0,100.0,3.0,-43.05110968082953
2025/12/10 11:33:11,100.0,50.94458633638443,0.0,100.0,3.0,-45.39904997395466
2025/12/10 11:33:16,100.0,47.94458633638443,0.0,100.0,3.0,-47.71587602596084
2025/12/10 11:33:21,100.0,50.94458633638443,0.0,100.0,3.0,-49.99999999999997
2025/12/10 11:33:26,100.0,52.864206616836086,0.0,100.0,3.0,-52.24985647159487
2025/12/10 11:33:31,100.0,51.46348492613855,0.0,100.0,3.0,-54.463903501502706
2025/12/10 11:33:36,100.0,48.46348492613855,0.0,100.0,3.0,-56.640623692483295
2025/12/10 11:33:41,100.0,51.46348492613855,0.0,100.0,3.0,-58.7785252292473
2025/12/10 11:33:46,100.0,54.46348492613855,0.0,100.0,3.0,-60.87614290087203
2025/12/10 11:33:51,100.0,57.46348492613855,0.0,100.0,3.0,-62.93203910498373
2025/12/10 11:33:56,100.0,54.46348492613855,0.0,100.0,3.0,-64.94480483301835
2025/12/10 11:34:01,100.0,51.46348492613855,0.0,100.0,3.0,-66.91306063588583
2025/12/10 11:34:06,100.0,54.46348492613855,0.0,100.0,3.0,-68.83545756937536
2025/12/10 11:34:11,100.0,56.03174042438233,0.0,100.0,3.0,-70.71067811865474
2025/12/10 11:34:16,100.0,59.03174042438233,0.0,100.0,3.0,-72.53743710122873
2025/12/10 11:34:21,100.0,56.03174042438233,0.0,100.0,3.0,-74.3144825477394
2025/12/10 11:34:26,100.0,53.03174042438233,0.0,100.0,3.0,-76.04059656000311
2025/12/10 11:34:31,100.0,52.18137969640534,0.0,100.0,3.0,-77.71459614569706
2025/12/10 11:34:36,100.0,50.022864772714904,0.0,100.0,3.0,-79.33533402912349
2025/12/10 11:34:41,100.0,47.022864772714904,0.0,100.0,3.0,-80.90169943749473
2025/12/10 11:34:46,100.0,44.022864772714904,0.0,100.0,3.0,-82.41261886220157
2025/12/10 11:34:51,100.0,41.022864772714904,0.0,100.0,3.0,-83.86705679454242
2025/12/10 11:34:56,100.0,44.022864772714904,0.0,100.0,3.0,-85.26401643540925
2025/12/10 11:35:01,100.0,47.022864772714904,0.0,100.0,3.0,-86.60254037844385
2025/12/10 11:35:06,100.0,44.022864772714904,0.0,100.0,3.0,-87.88171126619653
2025/12/10 11:35:11,100.0,41.022864772714904,0.0,100.0,3.0,-89.10065241883677
2025/12/10 11:35:16,100.0,44.022864772714904,0.0,100.0,3.0,-90.25852843498606
2025/12/10 11:35:21,100.0,41.022864772714904,0.0,100.0,3.0,-91.35454576426005
2025/12/10 11:35:26,100.0,38.022864772714904,0.0,100.0,3.0,-92.38795325112865
2025/12/10 11:35:31,100.0,35.022864772714904,0.0,100.0,3.0,-93.35804264972019
2025/12/10 11:35:36,100.0,38.022864772714904,0.0,100.0,3.0,-94.26414910921785
2025/12/10 11:35:41,100.0,41.022864772714904,0.0,100.0,3.0,-95.10565162951535
2025/12/10 11:35:46,100.0,38.022864772714904,0.0,100.0,3.0,-95.8819734868193
2025/12/10 11:35:51,100.0,41.022864772714904,0.0,100.0,3.0,-96.59258262890683
2025/12/10 11:35:56,100.0,41.58590662141785,0.0,100.0,3.0,-97.23699203976764
2025/12/10 11:36:01,100.0,44.58590662141785,0.0,100.0,3.0,-97.81476007338055
2025/12/10 11:36:06,100.0,41.58590662141785,0.0,100.0,3.0,-98.32549075639545
2025/12/10 11:36:11,100.0,44.58590662141785,0.0,100.0,3.0,-98.76883405951376
2025/12/10 11:36:16,100.0,47.58590662141785,0.0,100.0,3.0,-99.14448613738102
2025/12/10 11:36:21,100.0,45.36369067308754,0.0,100.0,3.0,-99.45218953682733
2025/12/10 11:36:26,100.0,48.36369067308754,0.0,100.0,3.0,-99.6917333733128
2025/12/10 11:36:31,100.0,45.36369067308754,0.0,100.0,3.0,-99.86295347545739
2025/12/10 11:36:36,100.0,48.36369067308754,0.0,100.0,3.0,-99.96573249755572
2025/12/10 11:36:41,100.0,45.36369067308754,0.0,100.0,3.0,-100.0
2025/12/10 11:36:46,100.0,48.36369067308754,0.0,100.0,3.0,-99.96573249755572
2025/12/10 11:36:51,100.0,45.36369067308754,0.0,100.0,3.0,-99.86295347545739
2025/12/10 11:36:56,100.0,42.36369067308754,0.0,100.0,3.0,-99.69173337331281
2025/12/10 11:37:01,100.0,45.36369067308754,0.0,100.0,3.0,-99.45218953682733
2025/12/10 11:37:06,100.0,42.36369067308754,0.0,100.0,3.0,-99.14448613738105
2025/12/10 11:37:11,100.0,39.36369067308754,0.0,100.0,3.0,-98.76883405951378
2025/12/10 11:37:16,100.0,36.36369067308754,0.0,100.0,3.0,-98.32549075639547
2025/12/10 11:37:21,100.0,39.36369067308754,0.0,100.0,3.0,-97.81476007338055
2025/12/10 11:37:26,100.0,42.36369067308754,0.0,100.0,3.0,-97.23699203976766
2025/12/10 11:37:31,100.0,39.36369067308754,0.0,100.0,3.0,-96.59258262890683
2025/12/10 11:37:36,100.0,36.36369067308754,0.0,100.0,3.0,-95.88197348681932
2025/12/10 11:37:41,100.0,39.36369067308754,0.0,100.0,3.0,-95.10565162951536
2025/12/10 11:37:46,100.0,36.36369067308754,0.0,100.0,3.0,-94.26414910921784
2025/12/10 11:37:51,100.0,39.151963694565865,0.0,100.0,3.0,-93.3580426497202
2025/12/10 11:37:56,100.0,42.151963694565865,0.0,100.0,3.0,-92.38795325112869
2025/12/10 11:38:01,100.0,45.151963694565865,0.0,100.0,3.0,-91.35454576426011
2025/12/10 11:38:06,100.0,48.151963694565865,0.0,100.0,3.0,-90.25852843498608
2025/12/10 11:38:11,100.0,47.66137263989574,0.0,100.0,3.0,-89.1006524188368
2025/12/10 11:38:16,100.0,44.66137263989574,0.0,100.0,3.0,-87.88171126619653
2025/12/10 11:38:21,100.0,41.66137263989574,0.0,100.0,3.0,-86.60254037844386
2025/12/10 11:38:26,100.0,38.66137263989574,0.0,100.0,3.0,-85.2640164354092
2025/12/10 11:38:31,100.0,35.66137263989574,0.0,100.0,3.0,-83.86705679454242
2025/12/10 11:38:36,100.0,38.66137263989574,0.0,100.0,3.0,-82.41261886220158
2025/12/10 11:38:41,100.0,35.66137263989574,0.0,100.0,3.0,-80.90169943749476
2025/12/10 11:38:46,100.0,38.66137263989574,0.0,100.0,3.0,-79.33533402912352
2025/12/10 11:38:51,100.0,41.66137263989574,0.0,100.0,3.0,-77.71459614569713
2025/12/10 11:38:56,100.0,38.66137263989574,0.0,100.0,3.0,-76.04059656000314
2025/12/10 11:39:01,100.0,41.66137263989574,0.0,100.0,3.0,-74.3144825477394
2025/12/10 11:39:06,100.0,40.893832144928986,0.0,100.0,3.0,-72.53743710122873
2025/12/10 11:39:11,100.0,37.893832144928986,0.0,100.0,3.0,-70.71067811865477
2025/12/10 11:39:16,100.0,40.893832144928986,0.0,100.0,3.0,-68.83545756937541
2025/12/10 11:39:21,100.0,43.893832144928986,0.0,100.0,3.0,-66.91306063588581
2025/12/10 11:39:26,100.0,46.893832144928986,0.0,100.0,3.0,-64.94480483301834
2025/12/10 11:39:31,100.0,49.893832144928986,0.0,100.0,3.0,-62.93203910498379
2025/12/10 11:39:36,100.0,52.893832144928986,0.0,100.0,3.0,-60.8761429008721
2025/12/10 11:39:41,100.0,49.893832144928986,0.0,100.0,3.0,-58.778525229247336
2025/12/10 11:39:46,100.0,46.893832144928986,0.0,100.0,3.0,-56.64062369248336
2025/12/10 11:39:51,100.0,49.893832144928986,0.0,100.0,3.0,-54.46390350150278
2025/12/10 11:39:56,100.0,52.893832144928986,0.0,100.0,3.0,-52.24985647159487
2025/12/10 11:40:01,100.0,49.893832144928986,0.0,100.0,3.0,-49.999999999999964
2025/12/10 11:40:06,100.0,52.893832144928986,0.0,100.0,3.0,-47.715876025960874
2025/12/10 11:40:11,100.0,49.893832144928986,0.0,100.0,3.0,-45.399049973954696
2025/12/10 11:40:16,100.0,46.893832144928986,0.0,100.0,3.0,-43.05110968082952
2025/12/10 11:40:21,100.0,49.893832144928986,0.0,100.0,3.0,-40.67366430758001
2025/12/10 11:40:26,100.0,46.893832144928986,0.0,100.0,3.0,-38.26834323650904
2025/12/10 11:40:31,100.0,49.893832144928986,0.0,100.0,3.0,-35.83679495453008
2025/12/10 11:40:36,100.0,52.893832144928986,0.0,100.0,3.0,-33.38068592337713
2025/12/10 11:40:41,100.0,55.893832144928986,0.0,100.0,3.0,-30.901699437494766
2025/12/10 11:40:46,100.0,57.610990117087994,0.0,100.0,3.0,-28.401534470392352
2025/12/10 11:40:51,100.0,54.610990117087994,0.0,100.0,3.0,-25.881904510252067
2025/12/10 11:40:56,100.0,57.610990117087994,0.0,100.0,3.0,-23.34453638559052
2025/12/10 11:41:01,100.0,54.610990117087994,0.0,100.0,3.0,-20.791169081775898
2025/12/10 11:41:06,100.0,57.610990117087994,0.0,100.0,3.0,-18.223552549214784
2025/12/10 11:41:11,100.0,54.610990117087994,0.0,100.0,3.0,-15.643446504023109
2025/12/10 11:41:16,100.0,57.610990117087994,0.0,100.0,3.0,-13.052619222005168
2025/12/10 11:41:21,100.0,60.610990117087994,0.0,100.0,3.0,-10.452846326765341
2025/12/10 11:41:26,100.0,57.610990117087994,0.0,100.0,3.0,-7.845909572784563
2025/12/10 11:41:31,100.0,54.610990117087994,0.0,100.0,3.0,-5.233595624294437
2025/12/10 11:41:36,100.0,57.610990117087994,0.0,100.0,3.0,-2.6176948307873547
2025/12/10 11:41:41,100.0,60.610990117087994,0.0,100.0,3.0,0.0
2025/12/10 11:41:46,100.0,63.610990117087994,0.0,100.0,3.0,2.6176948307873147
2025/12/10 11:41:51,100.0,60.610990117087994,0.0,100.0,3.0,5.233595624294383
2025/12/10 11:41:56,100.0,63.610990117087994,0.0,100.0,3.0,7.845909572784494
2025/12/10 11:42:01,100.0,66.610990117088,0.0,100.0,3.0,10.452846326765346
2025/12/10 11:42:06,100.0,69.610990117088,0.0,100.0,3.0,13.052619222005157
2025/12/10 11:42:11,100.0,66.610990117088,0.0,100.0,3.0,15.643446504023087
2025/12/10 11:42:16,100.0,69.610990117088,0.0,100.0,3.0,18.223552549214748
2025/12/10 11:42:21,100.0,66.610990117088,0.0,100.0,3.0,20.79116908177593
2025/12/10 11:42:26,100.0,63.610990117087994,0.0,100.0,3.0,23.34453638559054
2025/12/10 11:42:31,100.0,60.610990117087994,0.0,100.0,3.0,25.881904510252074
2025/12/10 11:42:36,100.0,57.610990117087994,0.0,100.0,3.0,28.40153447039226
2025/12/10 11:42:41,100.0,60.610990117087994,0.0,100.0,3.0,30.901699437494738
2025/12/10 11:42:46,100.0,57.610990117087994,0.0,100.0,3.0,33.380685923377094
2025/12/10 11:42:51,100.0,60.610990117087994,0.0,100.0,3.0,35.83679495453003
2025/12/10 11:42:56,100.0,63.610990117087994,0.0,100.0,3.0,38.268343236508976
2025/12/10 11:43:01,100.0,60.84133892413551,0.0,100.0,3.0,40.67366430758001
2025/12/10 11:43:06,100.0,57.84133892413551,0.0,100.0,3.0,43.05110968082951
2025/12/10 11:43:11,100.0,54.84133892413551,0.0,100.0,3.0,45.399049973954675
2025/12/10 11:43:16,100.0,51.84133892413551,0.0,100.0,3.0,47.71587602596084
2025/12/10 11:43:21,100.0,48.84133892413551,0.0,100.0,3.0,49.99999999999999
2025/12/10 11:43:26,100.0,45.84133892413551,0.0,100.0,3.0,52.24985647159488
2025/12/10 11:43:31,100.0,42.84133892413551,0.0,100.0,3.0,54.4639035015027
2025/12/10 11:43:36,100.0,39.84133892413551,0.0,100.0,3.0,56.64062369248328
2025/12/10 11:43:41,100.0,36.84133892413551,0.0,100.0,3.0,58.778525229247315
2025/12/10 11:43:46,100.0,39.84133892413551,0.0,100.0,3.0,60.87614290087207
2025/12/10 11:43:51,100.0,42.84133892413551,0.0,100.0,3.0,62.93203910498375
2025/12/10 11:43:56,100.0,45.84133892413551,0.0,100.0,3.0,64.94480483301837
2025/12/10 11:44:01,100.0,42.84133892413551,0.0,100.0,3.0,66.91306063588583
2025/12/10 11:44:06,100.0,45.84133892413551,0.0,100.0,3.0,68.83545756937541
2025/12/10 11:44:11,100.0,42.84133892413551,0.0,100.0,3.0,70.71067811865474
2025/12/10 11:44:16,100.0,45.84133892413551,0.0,100.0,3.0,72.53743710122875
2025/12/10 11:44:21,100.0,48.84133892413551,0.0,100.0,3.0,74.31448254773942
2025/12/10 11:44:26,100.0,45.84133892413551,0.0,100.0,3.0,76.0405965600031
2025/12/10 11:44:31,100.0,42.84133892413551,0.0,100.0,3.0,77.71459614569709
2025/12/10 11:44:36,100.0,45.84133892413551,0.0,100.0,3.0,79.33533402912352
2025/12/10 11:44:41,100.0,45.909083512441576,0.0,100.0,3.0,80.90169943749474
2025/12/10 11:44:46,100.0,48.909083512441576,0.0,100.0,3.0,82.41261886220157
2025/12/10 11:44:51,100.0,45.909083512441576,0.0,100.0,3.0,83.86705679454239
2025/12/10 11:44:56,100.0,48.909083512441576,0.0,100.0,3.0,85.26401643540922
2025/12/10 11:45:01,100.0,51.909083512441576,0.0,100.0,3.0,86.60254037844386
2025/12/10 11:45:06,100.0,48.909083512441576,0.0,100.0,3.0,87.88171126619653
2025/12/10 11:45:11,100.0,51.909083512441576,0.0,100.0,3.0,89.10065241883677
2025/12/10 11:45:16,100.0,48.909083512441576,0.0,100.0,3.0,90.25852843498605
2025/12/10 11:45:21,100.0,51.909083512441576,0.0,100.0,3.0,91.35454576426008
2025/12/10 11:45:26,100.0,48.909083512441576,0.0,100.0,3.0,92.38795325112868
2025/12/10 11:45:31,100.0,51.909083512441576,0.0,100.0,3.0,93.35804264972018
2025/12/10 11:45:36,100.0,54.909083512441576,0.0,100.0,3.0,94.26414910921784
2025/12/10 11:45:41,100.0,51.909083512441576,0.0,100.0,3.0,95.10565162951535
2025/12/10 11:45:46,100.0,54.909083512441576,0.0,100.0,3.0,95.8819734868193
2025/12/10 11:45:51,100.0,51.909083512441576,0.0,100.0,3.0,96.59258262890683
2025/12/10 11:45:56,100.0,48.909083512441576,0.0,100.0,3.0,97.23699203976766
2025/12/10 11:46:01,100.0,51.909083512441576,0.0,100.0,3.0,97.81476007338057
2025/12/10 11:46:06,100.0,54.909083512441576,0.0,100.0,3.0,98.32549075639547
2025/12/10 11:46:11,100.0,51.909083512441576,0.0,100.0,3.0,98.76883405951378
2025/12/10 11:46:16,100.0,48.909083512441576,0.0,100.0,3.0,99.14448613738104
2025/12/10 11:46:21,100.0,51.909083512441576,0.0,100.0,3.0,99.45218953682733
2025/12/10 11:46:26,100.0,54.909083512441576,0.0,100.0,3.0,99.6917333733128
2025/12/10 11:46:31,100.0,51.909083512441576,0.0,100.0,3.0,99.86295347545739
2025/12/10 11:46:36,100.0,48.909083512441576,0.0,100.0,3.0,99.96573249755572
2025/12/10 11:46:41,100.0,47.94733389956354,0.0,100.0,3.0,100.0
2025/12/10 11:46:46,100.0,44.94733389956354,0.0,100.0,3.0,99.96573249755572
2025/12/10 11:46:51,100.0,47.94733389956354,0.0,100.0,3.0,99.86295347545739
2025/12/10 11:46:56,100.0,50.94733389956354,0.0,100.0,3.0,99.6917333733128
2025/12/10 11:47:01,100.0,47.94733389956354,0.0,100.0,3.0,99.45218953682733
